doc_id,page_index,page_type,has_music,quality_comment,image_path,has_music_pred,has_music_score,validation_source,needs_review,review_reason,priority_group
rsl01011764135,1,unknown,0,,outputs\pages\rsl01011764135\page_001.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011764135,2,unknown,0,,outputs\pages\rsl01011764135\page_002.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01011764135,3,unknown,0,,outputs\pages\rsl01011764135\page_003.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,4,unknown,0,,outputs\pages\rsl01011764135\page_004.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,10,unknown,0,,outputs\pages\rsl01011764135\page_010.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,12,music,1,,outputs\pages\rsl01011764135\page_012.png,1,0.53,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,14,unknown,0,,outputs\pages\rsl01011764135\page_014.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,17,music,1,,outputs\pages\rsl01011764135\page_017.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,20,unknown,0,,outputs\pages\rsl01011764135\page_020.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,22,music,1,,outputs\pages\rsl01011764135\page_022.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,24,music,1,,outputs\pages\rsl01011764135\page_024.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,27,unknown,0,,outputs\pages\rsl01011764135\page_027.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,31,music,1,,outputs\pages\rsl01011764135\page_031.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01011764135,32,music,1,,outputs\pages\rsl01011764135\page_032.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01011764135,34,music,1,,outputs\pages\rsl01011764135\page_034.png,1,0.495,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,40,unknown,0,,outputs\pages\rsl01011764135\page_040.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,44,unknown,0,,outputs\pages\rsl01011764135\page_044.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,49,music,1,,outputs\pages\rsl01011764135\page_049.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,50,music,1,,outputs\pages\rsl01011764135\page_050.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,51,unknown,0,,outputs\pages\rsl01011764135\page_051.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,52,unknown,0,,outputs\pages\rsl01011764135\page_052.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,53,unknown,0,,outputs\pages\rsl01011764135\page_053.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,54,unknown,0,,outputs\pages\rsl01011764135\page_054.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,55,music,1,,outputs\pages\rsl01011764135\page_055.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01011764135,56,unknown,0,,outputs\pages\rsl01011764135\page_056.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,57,unknown,0,,outputs\pages\rsl01011764135\page_057.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01011764135,58,music,1,,outputs\pages\rsl01011764135\page_058.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01011764135,59,unknown,0,,outputs\pages\rsl01011764135\page_059.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01012190186,1,unknown,0,,outputs\pages\rsl01012190186\page_001.png,0,0.425,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01012190186,2,music,1,,outputs\pages\rsl01012190186\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages;random_confident_music
rsl01012190186,3,unknown,0,,outputs\pages\rsl01012190186\page_003.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,4,unknown,0,,outputs\pages\rsl01012190186\page_004.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,5,unknown,0,,outputs\pages\rsl01012190186\page_005.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,6,unknown,0,,outputs\pages\rsl01012190186\page_006.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,7,unknown,0,,outputs\pages\rsl01012190186\page_007.png,0,0.39,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,8,unknown,0,,outputs\pages\rsl01012190186\page_008.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,9,music,1,,outputs\pages\rsl01012190186\page_009.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,12,music,1,,outputs\pages\rsl01012190186\page_012.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,13,music,1,,outputs\pages\rsl01012190186\page_013.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,17,music,1,,outputs\pages\rsl01012190186\page_017.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,18,music,1,,outputs\pages\rsl01012190186\page_018.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,19,music,1,,outputs\pages\rsl01012190186\page_019.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,20,music,1,,outputs\pages\rsl01012190186\page_020.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,21,music,1,,outputs\pages\rsl01012190186\page_021.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,22,music,1,,outputs\pages\rsl01012190186\page_022.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,25,music,1,,outputs\pages\rsl01012190186\page_025.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,26,music,1,,outputs\pages\rsl01012190186\page_026.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01012190186,27,music,1,,outputs\pages\rsl01012190186\page_027.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,29,music,1,,outputs\pages\rsl01012190186\page_029.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,30,music,1,,outputs\pages\rsl01012190186\page_030.png,1,1.0,template_prediction,1,template_prediction,random_confident_music
rsl01012190186,32,music,1,,outputs\pages\rsl01012190186\page_032.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,33,music,1,,outputs\pages\rsl01012190186\page_033.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,37,music,1,,outputs\pages\rsl01012190186\page_037.png,1,0.565,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,38,music,1,,outputs\pages\rsl01012190186\page_038.png,1,0.565,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,39,music,1,,outputs\pages\rsl01012190186\page_039.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,40,music,1,,outputs\pages\rsl01012190186\page_040.png,1,0.495,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,41,music,1,,outputs\pages\rsl01012190186\page_041.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,42,music,1,,outputs\pages\rsl01012190186\page_042.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,43,music,1,,outputs\pages\rsl01012190186\page_043.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,44,music,1,,outputs\pages\rsl01012190186\page_044.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,45,music,1,,outputs\pages\rsl01012190186\page_045.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,48,music,1,,outputs\pages\rsl01012190186\page_048.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,49,music,1,,outputs\pages\rsl01012190186\page_049.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,52,music,1,,outputs\pages\rsl01012190186\page_052.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,53,music,1,,outputs\pages\rsl01012190186\page_053.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,54,music,1,,outputs\pages\rsl01012190186\page_054.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,56,music,1,,outputs\pages\rsl01012190186\page_056.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,57,music,1,,outputs\pages\rsl01012190186\page_057.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01012190186,58,unknown,0,,outputs\pages\rsl01012190186\page_058.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,59,unknown,0,,outputs\pages\rsl01012190186\page_059.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01012190186,60,music,1,,outputs\pages\rsl01012190186\page_060.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01012190186,61,music,1,,outputs\pages\rsl01012190186\page_061.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01012548998,1,music,1,,outputs\pages\rsl01012548998\page_001.png,1,0.46,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01012548998,2,music,1,,outputs\pages\rsl01012548998\page_002.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01012548998,6,unknown,0,,outputs\pages\rsl01012548998\page_006.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01012548998,7,unknown,0,,outputs\pages\rsl01012548998\page_007.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01013682642,1,music,1,,outputs\pages\rsl01013682642\page_001.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01013682642,2,unknown,0,,outputs\pages\rsl01013682642\page_002.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01013682642,3,music,1,,outputs\pages\rsl01013682642\page_003.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,4,unknown,0,,outputs\pages\rsl01013682642\page_004.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,5,unknown,0,,outputs\pages\rsl01013682642\page_005.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,6,unknown,0,,outputs\pages\rsl01013682642\page_006.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,7,unknown,0,,outputs\pages\rsl01013682642\page_007.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,8,unknown,0,,outputs\pages\rsl01013682642\page_008.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,9,unknown,0,,outputs\pages\rsl01013682642\page_009.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,12,music,1,,outputs\pages\rsl01013682642\page_012.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,13,music,1,,outputs\pages\rsl01013682642\page_013.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,16,music,1,,outputs\pages\rsl01013682642\page_016.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,17,music,1,,outputs\pages\rsl01013682642\page_017.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,18,unknown,0,,outputs\pages\rsl01013682642\page_018.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,19,unknown,0,,outputs\pages\rsl01013682642\page_019.png,0,0.3181,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013682642,20,music,1,,outputs\pages\rsl01013682642\page_020.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013682642,22,unknown,0,,outputs\pages\rsl01013682642\page_022.png,0,0.2154,template_prediction,1,template_prediction;unknown;uncertain_score;last_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01013682642,23,music,1,,outputs\pages\rsl01013682642\page_023.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01013687437,1,music,1,,outputs\pages\rsl01013687437\page_001.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;first_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01013687437,2,music,1,,outputs\pages\rsl01013687437\page_002.png,1,1.0,template_prediction,1,template_prediction;first_2_pages,boundary_pages
rsl01013687437,3,unknown,0,,outputs\pages\rsl01013687437\page_003.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,4,unknown,0,,outputs\pages\rsl01013687437\page_004.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,5,unknown,0,,outputs\pages\rsl01013687437\page_005.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,6,unknown,0,,outputs\pages\rsl01013687437\page_006.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,7,unknown,0,,outputs\pages\rsl01013687437\page_007.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,8,unknown,0,,outputs\pages\rsl01013687437\page_008.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,9,unknown,0,,outputs\pages\rsl01013687437\page_009.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,10,unknown,0,,outputs\pages\rsl01013687437\page_010.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,11,unknown,0,,outputs\pages\rsl01013687437\page_011.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,12,unknown,0,,outputs\pages\rsl01013687437\page_012.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,13,unknown,0,,outputs\pages\rsl01013687437\page_013.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,14,unknown,0,,outputs\pages\rsl01013687437\page_014.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,15,unknown,0,,outputs\pages\rsl01013687437\page_015.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,16,unknown,0,,outputs\pages\rsl01013687437\page_016.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,17,unknown,0,,outputs\pages\rsl01013687437\page_017.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,18,unknown,0,,outputs\pages\rsl01013687437\page_018.png,0,0.3407,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,19,unknown,0,,outputs\pages\rsl01013687437\page_019.png,0,0.425,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,20,unknown,0,,outputs\pages\rsl01013687437\page_020.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,21,unknown,0,,outputs\pages\rsl01013687437\page_021.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,22,unknown,0,,outputs\pages\rsl01013687437\page_022.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,23,unknown,0,,outputs\pages\rsl01013687437\page_023.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,24,music,1,,outputs\pages\rsl01013687437\page_024.png,1,0.495,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013687437,25,unknown,0,,outputs\pages\rsl01013687437\page_025.png,0,0.39,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,26,unknown,0,,outputs\pages\rsl01013687437\page_026.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,27,unknown,0,,outputs\pages\rsl01013687437\page_027.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,28,music,1,,outputs\pages\rsl01013687437\page_028.png,1,0.53,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013687437,29,unknown,0,,outputs\pages\rsl01013687437\page_029.png,0,0.39,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,30,unknown,0,,outputs\pages\rsl01013687437\page_030.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,31,music,1,,outputs\pages\rsl01013687437\page_031.png,1,0.6,template_prediction,1,template_prediction;uncertain_score;low_confidence_music,uncertain
rsl01013687437,32,unknown,0,,outputs\pages\rsl01013687437\page_032.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,33,unknown,0,,outputs\pages\rsl01013687437\page_033.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,34,unknown,0,,outputs\pages\rsl01013687437\page_034.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,35,unknown,0,,outputs\pages\rsl01013687437\page_035.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,36,unknown,0,,outputs\pages\rsl01013687437\page_036.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,37,unknown,0,,outputs\pages\rsl01013687437\page_037.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,38,unknown,0,,outputs\pages\rsl01013687437\page_038.png,0,0.355,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,39,unknown,0,,outputs\pages\rsl01013687437\page_039.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,40,unknown,0,,outputs\pages\rsl01013687437\page_040.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,41,unknown,0,,outputs\pages\rsl01013687437\page_041.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,42,unknown,0,,outputs\pages\rsl01013687437\page_042.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,43,unknown,0,,outputs\pages\rsl01013687437\page_043.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,44,unknown,0,,outputs\pages\rsl01013687437\page_044.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,45,unknown,0,,outputs\pages\rsl01013687437\page_045.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,46,unknown,0,,outputs\pages\rsl01013687437\page_046.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,47,unknown,0,,outputs\pages\rsl01013687437\page_047.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,48,unknown,0,,outputs\pages\rsl01013687437\page_048.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,49,unknown,0,,outputs\pages\rsl01013687437\page_049.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,50,unknown,0,,outputs\pages\rsl01013687437\page_050.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,51,unknown,0,,outputs\pages\rsl01013687437\page_051.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,52,unknown,0,,outputs\pages\rsl01013687437\page_052.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,53,unknown,0,,outputs\pages\rsl01013687437\page_053.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,54,unknown,0,,outputs\pages\rsl01013687437\page_054.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,55,unknown,0,,outputs\pages\rsl01013687437\page_055.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,56,unknown,0,,outputs\pages\rsl01013687437\page_056.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,57,unknown,0,,outputs\pages\rsl01013687437\page_057.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,58,unknown,0,,outputs\pages\rsl01013687437\page_058.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,59,unknown,0,,outputs\pages\rsl01013687437\page_059.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,60,unknown,0,,outputs\pages\rsl01013687437\page_060.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,61,unknown,0,,outputs\pages\rsl01013687437\page_061.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,62,unknown,0,,outputs\pages\rsl01013687437\page_062.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,63,unknown,0,,outputs\pages\rsl01013687437\page_063.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,64,unknown,0,,outputs\pages\rsl01013687437\page_064.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,65,unknown,0,,outputs\pages\rsl01013687437\page_065.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,66,unknown,0,,outputs\pages\rsl01013687437\page_066.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,67,unknown,0,,outputs\pages\rsl01013687437\page_067.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,68,unknown,0,,outputs\pages\rsl01013687437\page_068.png,0,0.32,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,69,unknown,0,,outputs\pages\rsl01013687437\page_069.png,0,0.425,template_prediction,1,template_prediction;unknown;uncertain_score;high_score_non_music,uncertain;unknown
rsl01013687437,70,music,1,,outputs\pages\rsl01013687437\page_070.png,1,1.0,template_prediction,1,template_prediction;last_2_pages,boundary_pages
rsl01013687437,71,music,1,,outputs\pages\rsl01013687437\page_071.png,1,0.8,template_prediction,1,template_prediction;uncertain_score;last_2_pages;low_confidence_music,boundary_pages;uncertain
rsl01013957967,1,unknown,0,,outputs\pages\rsl01013957967\page_001.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
rsl01013957967,2,unknown,0,,outputs\pages\rsl01013957967\page_002.png,0,0.285,template_prediction,1,template_prediction;unknown;uncertain_score;first_2_pages;high_score_non_music,boundary_pages;uncertain;unknown
